site,url,ground_truth,prefilter,haiku_call_1,haiku_call_2,haiku_call_3,haiku_majority,haiku_agrees,gpt4omini_call_1,gpt4omini_call_2,gpt4omini_call_3,gpt4omini_majority,gpt4omini_agrees
rust-book,https://doc.rust-lang.org/stable/book/ch10-02-traits.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/primitive.str.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch17-02-concurrency-with-async.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch13-02-iterators.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch04-02-references-and-borrowing.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch12-06-writing-to-stderr-instead-of-stdout.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch14-05-extending-cargo.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch07-03-paths-for-referring-to-an-item-in-the-module-tree.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch14-03-cargo-workspaces.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch08-00-common-collections.html,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch17-00-async-await.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/vec/struct.vec.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch03-03-how-functions-work.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch06-00-enums.html,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch09-01-unrecoverable-errors-with-panic.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/std/macro.println.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch01-00-getting-started.html,NON-HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False
rust-book,https://doc.rust-lang.org/book/ch07-00-managing-growing-projects-with-packages-crates-and-modules.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/cargo/,NON-HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False
rust-book,https://doc.rust-lang.org/book/ch14-00-more-about-cargo.html,NON-HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,False
rust-book,https://doc.rust-lang.org/book/appendix-05-editions.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/nomicon/index.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch03-01-variables-and-mutability.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch03-02-data-types.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch08-02-strings.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch03-00-common-programming-concepts.html,HELPFUL,,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,NON-HELPFUL,False,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch11-00-testing.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch05-02-example-structs.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch14-02-publishing-to-crates-io.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/appendix-01-keywords.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch19-00-patterns.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch07-02-defining-modules-to-control-scope-and-privacy.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch12-05-working-with-environment-variables.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch15-03-drop.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch21-00-final-project-a-web-server.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch07-04-bringing-paths-into-scope-with-the-use-keyword.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch03-05-control-flow.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch19-01-all-the-places-for-patterns.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch02-00-guessing-game-tutorial.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch14-01-release-profiles.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch16-02-message-passing.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/reference/const_eval.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch11-03-test-organization.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch12-02-reading-a-file.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/book/ch09-03-to-panic-or-not-to-panic.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
rust-book,https://doc.rust-lang.org/stable/book/ch09-03-to-panic-or-not-to-panic.html,HELPFUL,,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True,HELPFUL,HELPFUL,HELPFUL,HELPFUL,True
